datetime,load,temperature
2024-01-03 11:00,2310.8,21.5
2024-01-03 12:00,2360.2,22.1
2024-01-03 13:00,2340.5,22.5
2024-01-03 14:00,2320.3,22.8
2024-01-03 15:00,2300.1,22.5
2024-01-03 16:00,2280.7,22.1
2024-01-03 17:00,2360.5,21.5
2024-01-03 18:00,2460.8,20.8
2024-01-03 19:00,2560.2,20.1
2024-01-03 20:00,2510.4,19.5
2024-01-03 21:00,2410.6,18.8
2024-01-03 22:00,2260.3,18.2
2024-01-03 23:00,1960.1,17.5
2024-01-04 00:00,1610.5,16.8
2024-01-04 01:00,1540.3,16.5
2024-01-04 02:00,1480.1,16.2
2024-01-04 03:00,1450.0,15.8
2024-01-04 04:00,1500.5,15.5
2024-01-04 05:00,1640.8,16.2
2024-01-04 06:00,1790.2,16.8
2024-01-04 07:00,1940.5,18.1
2024-01-04 08:00,2090.3,19.5
2024-01-04 09:00,2190.7,20.8
2024-01-04 10:00,2290.4,21.5
2024-01-04 11:00,2340.8,22.1
2024-01-04 12:00,2390.2,22.8
2024-01-04 13:00,2370.5,23.1
2024-01-04 14:00,2350.3,23.5
2024-01-04 15:00,2330.1,23.1
2024-01-04 16:00,2310.7,22.8
2024-01-04 17:00,2390.5,22.1
2024-01-04 18:00,2490.8,21.5
2024-01-04 19:00,2590.2,20.8
2024-01-04 20:00,2540.4,20.1
2024-01-04 21:00,2440.6,19.5
2024-01-04 22:00,2290.3,18.8
2024-01-04 23:00,1990.1,18.1
2024-01-05 00:00,1640.5,17.5
2024-01-05 01:00,1570.3,17.1
2024-01-05 02:00,1510.1,16.8
2024-01-05 03:00,1480.0,16.5
2024-01-05 04:00,1530.5,16.2
2024-01-05 05:00,1670.8,16.8
2024-01-05 06:00,1820.2,17.5
2024-01-05 07:00,1970.5,18.8
2024-01-05 08:00,2120.3,20.1
2024-01-05 09:00,2220.7,21.5
2024-01-05 10:00,2320.4,22.1
2024-01-05 11:00,2370.8,22.8
2024-01-05 12:00,2420.2,23.5
2024-01-05 13:00,2400.5,23.8
2024-01-05 14:00,2380.3,24.1
2024-01-05 15:00,2360.1,23.8
2024-01-05 16:00,2340.7,23.5
2024-01-05 17:00,2420.5,22.8
2024-01-05 18:00,2520.8,22.1
2024-01-05 19:00,2620.2,21.5
2024-01-05 20:00,2570.4,20.8
2024-01-05 21:00,2470.6,20.1
2024-01-05 22:00,2320.3,19.5
2024-01-05 23:00,2020.1,18.8
2024-01-06 00:00,1670.5,18.1
2024-01-06 01:00,1600.3,17.8
2024-01-06 02:00,1540.1,17.5
2024-01-06 03:00,1510.0,17.1
2024-01-06 04:00,1560.5,16.8
2024-01-06 05:00,1700.8,17.5
2024-01-06 06:00,1850.2,18.1
2024-01-06 07:00,2000.5,19.5
2024-01-06 08:00,2150.3,20.8
2024-01-06 09:00,2250.7,22.1
2024-01-06 10:00,2350.4,22.8
2024-01-06 11:00,2400.8,23.5
2024-01-06 12:00,2450.2,24.1
2024-01-06 13:00,2430.5,24.5
2024-01-06 14:00,2410.3,24.8
2024-01-06 15:00,2390.1,24.5
2024-01-06 16:00,2370.7,24.1
2024-01-06 17:00,2450.5,23.5
2024-01-06 18:00,2550.8,22.8
2024-01-06 19:00,2650.2,22.1
2024-01-06 20:00,2600.4,21.5
2024-01-06 21:00,2500.6,20.8
2024-01-06 22:00,2350.3,20.1
2024-01-06 23:00,2050.1,19.5
2024-01-07 00:00,1700.5,18.8
2024-01-07 01:00,1630.3,18.5
2024-01-07 02:00,1570.1,18.1
2024-01-07 03:00,1540.0,17.8
2024-01-07 04:00,1590.5,17.5
2024-01-07 05:00,1730.8,18.1
2024-01-07 06:00,1880.2,18.8
2024-01-07 07:00,2030.5,20.1
2024-01-07 08:00,2180.3,21.5
2024-01-07 09:00,2280.7,22.8
2024-01-07 10:00,2380.4,23.5
2024-01-07 11:00,2430.8,24.1
2024-01-07 12:00,2480.2,24.8
2024-01-07 13:00,2460.5,25.1
2024-01-07 14:00,2440.3,25.5
2024-01-07 15:00,2420.1,25.1
2024-01-07 16:00,2400.7,24.8
2024-01-07 17:00,2480.5,24.1
2024-01-07 18:00,2580.8,23.5
2024-01-07 19:00,2680.2,22.8
2024-01-07 20:00,2630.4,22.1
2024-01-07 21:00,2530.6,21.5
2024-01-07 22:00,2380.3,20.8
2024-01-07 23:00,2080.1,20.1
2024-01-08 00:00,1730.5,19.5
2024-01-08 01:00,1660.3,19.1
2024-01-08 02:00,1600.1,18.8
2024-01-08 03:00,1570.0,18.5
2024-01-08 04:00,1620.5,18.1
2024-01-08 05:00,1760.8,18.8
2024-01-08 06:00,1910.2,19.5
2024-01-08 07:00,2060.5,20.8
2024-01-08 08:00,2210.3,22.1
2024-01-08 09:00,2310.7,23.5
2024-01-08 10:00,2410.4,24.1
2024-01-08 11:00,2460.8,24.8
2024-01-08 12:00,2510.2,25.5
2024-01-08 13:00,2490.5,25.8
2024-01-08 14:00,2470.3,26.1
2024-01-08 15:00,2450.1,25.8
2024-01-08 16:00,2430.7,25.5
2024-01-08 17:00,2510.5,24.8
2024-01-08 18:00,2610.8,24.1
2024-01-08 19:00,2710.2,23.5
2024-01-08 20:00,2660.4,22.8
2024-01-08 21:00,2560.6,22.1
2024-01-08 22:00,2410.3,21.5
2024-01-08 23:00,2110.1,20.8
2024-01-09 00:00,1760.5,20.1
2024-01-09 01:00,1690.3,19.8
2024-01-09 02:00,1630.1,19.5
2024-01-09 03:00,1600.0,19.1
2024-01-09 04:00,1650.5,18.8
2024-01-09 05:00,1790.8,19.5
2024-01-09 06:00,1940.2,20.1
2024-01-09 07:00,2090.5,21.5
2024-01-09 08:00,2240.3,22.8
2024-01-09 09:00,2340.7,24.1
2024-01-09 10:00,2440.4,24.8
2024-01-09 11:00,2490.8,25.5
2024-01-09 12:00,2540.2,26.1
2024-01-09 13:00,2520.5,26.5
2024-01-09 14:00,2500.3,26.8
2024-01-09 15:00,2480.1,26.5
2024-01-09 16:00,2460.7,26.1
2024-01-09 17:00,2540.5,25.5
2024-01-09 18:00,2640.8,24.8
2024-01-09 19:00,2740.2,24.1
2024-01-09 20:00,2690.4,23.5
2024-01-09 21:00,2590.6,22.8
2024-01-09 22:00,2440.3,22.1
2024-01-09 23:00,2140.1,21.5
2024-01-10 00:00,1790.5,20.8
2024-01-10 01:00,1720.3,20.5
2024-01-10 02:00,1660.1,20.1
2024-01-10 03:00,1630.0,19.8
2024-01-10 04:00,1680.5,19.5
2024-01-10 05:00,1820.8,20.1
2024-01-10 06:00,1970.2,20.8
2024-01-10 07:00,2120.5,22.1
2024-01-10 08:00,2270.3,23.5
2024-01-10 09:00,2370.7,24.8
2024-01-10 10:00,2470.4,25.5
2024-01-10 11:00,2520.8,26.1
2024-01-10 12:00,2570.2,26.8
2024-01-10 13:00,2550.5,27.1
2024-01-10 14:00,2530.3,27.5
2024-01-10 15:00,2510.1,27.1
2024-01-10 16:00,2490.7,26.8
2024-01-10 17:00,2570.5,26.1
2024-01-10 18:00,2670.8,25.5
2024-01-10 19:00,2770.2,24.8
2024-01-10 20:00,2720.4,24.1
2024-01-10 21:00,2620.6,23.5
2024-01-10 22:00,2470.3,22.8
2024-01-10 23:00,2170.1,22.1
2024-01-11 00:00,1820.5,21.5
2024-01-11 01:00,1750.3,21.1
2024-01-11 02:00,1690.1,20.8
2024-01-11 03:00,1660.0,20.5
2024-01-11 04:00,1710.5,20.1
2024-01-11 05:00,1850.8,20.8
2024-01-11 06:00,2000.2,21.5
2024-01-11 07:00,2150.5,22.8
2024-01-11 08:00,2300.3,24.1
2024-01-11 09:00,2400.7,25.5
2024-01-11 10:00,2500.4,26.1
2024-01-11 11:00,2550.8,26.8
2024-01-11 12:00,2600.2,27.5
2024-01-11 13:00,2580.5,27.8
2024-01-11 14:00,2560.3,28.1
2024-01-11 15:00,2540.1,27.8
2024-01-11 16:00,2520.7,27.5
2024-01-11 17:00,2600.5,26.8
2024-01-11 18:00,2700.8,26.1
2024-01-11 19:00,2800.2,25.5
2024-01-11 20:00,2750.4,24.8
2024-01-11 21:00,2650.6,24.1
2024-01-11 22:00,2500.3,23.5
2024-01-11 23:00,2200.1,22.8
2024-01-12 00:00,1850.5,22.1
2024-01-12 01:00,1780.3,21.8
2024-01-12 02:00,1720.1,21.5
2024-01-12 03:00,1690.0,21.1
2024-01-12 04:00,1740.5,20.8
2024-01-12 05:00,1880.8,21.5
2024-01-12 06:00,2030.2,22.1
2024-01-12 07:00,2180.5,23.5
2024-01-12 08:00,2330.3,24.8
2024-01-12 09:00,2430.7,26.1
2024-01-12 10:00,2530.4,26.8
2024-01-12 11:00,2580.8,27.5
2024-01-12 12:00,2630.2,28.1
2024-01-12 13:00,2610.5,28.5
2024-01-12 14:00,2590.3,28.8
2024-01-12 15:00,2570.1,28.5
2024-01-12 16:00,2550.7,28.1
2024-01-12 17:00,2630.5,27.5
2024-01-12 18:00,2730.8,26.8
2024-01-12 19:00,2830.2,26.1
2024-01-12 20:00,2780.4,25.5
2024-01-12 21:00,2680.6,24.8
2024-01-12 22:00,2530.3,24.1
2024-01-12 23:00,2230.1,23.5
2024-01-13 00:00,1880.5,22.8
2024-01-13 01:00,1810.3,22.5
2024-01-13 02:00,1750.1,22.1
2024-01-13 03:00,1720.0,21.8
2024-01-13 04:00,1770.5,21.5
2024-01-13 05:00,1910.8,22.1
2024-01-13 06:00,2060.2,22.8
2024-01-13 07:00,2210.5,24.1
2024-01-13 08:00,2360.3,25.5
2024-01-13 09:00,2460.7,26.8
2024-01-13 10:00,2560.4,27.5
2024-01-13 11:00,2610.8,28.1
2024-01-13 12:00,2660.2,28.8
2024-01-13 13:00,2640.5,29.1
2024-01-13 14:00,2620.3,29.5
2024-01-13 15:00,2600.1,29.1
2024-01-13 16:00,2580.7,28.8
2024-01-13 17:00,2660.5,28.1
2024-01-13 18:00,2760.8,27.5
2024-01-13 19:00,2860.2,26.8
2024-01-13 20:00,2810.4,26.1
2024-01-13 21:00,2710.6,25.5
2024-01-13 22:00,2560.3,24.8
2024-01-13 23:00,2260.1,24.1
2024-01-14 00:00,1910.5,23.5
2024-01-14 01:00,1840.3,23.1
2024-01-14 02:00,1780.1,22.8
2024-01-14 03:00,1750.0,22.5
2024-01-14 04:00,1800.5,22.1
2024-01-14 05:00,1940.8,22.8
2024-01-14 06:00,2090.2,23.5
2024-01-14 07:00,2240.5,24.8
2024-01-14 08:00,2390.3,26.1
2024-01-14 09:00,2490.7,27.5
2024-01-14 10:00,2590.4,28.1
2024-01-14 11:00,2640.8,28.8
2024-01-14 12:00,2690.2,29.5
2024-01-14 13:00,2670.5,29.8
2024-01-14 14:00,2650.3,30.1
2024-01-14 15:00,2630.1,29.8
2024-01-14 16:00,2610.7,29.5
2024-01-14 17:00,2690.5,28.8
2024-01-14 18:00,2790.8,28.1
2024-01-14 19:00,2890.2,27.5
2024-01-14 20:00,2840.4,26.8
2024-01-14 21:00,2740.6,26.1
2024-01-14 22:00,2590.3,25.5
2024-01-14 23:00,2290.1,24.8
2024-01-15 00:00,1940.5,24.1
2024-01-15 01:00,1870.3,23.8
2024-01-15 02:00,1810.1,23.5
2024-01-15 03:00,1780.0,23.1
2024-01-15 04:00,1830.5,22.8
2024-01-15 05:00,1970.8,23.5
2024-01-15 06:00,2120.2,24.1
2024-01-15 07:00,2270.5,25.5
2024-01-15 08:00,2420.3,26.8
2024-01-15 09:00,2520.7,28.1
2024-01-15 10:00,2620.4,28.8
2024-01-15 11:00,2670.8,29.5
2024-01-15 12:00,2720.2,30.1
2024-01-15 13:00,2700.5,30.5
2024-01-15 14:00,2680.3,30.8
2024-01-15 15:00,2660.1,30.5
2024-01-15 16:00,2640.7,30.1
2024-01-15 17:00,2720.5,29.5
2024-01-15 18:00,2820.8,28.8
2024-01-15 19:00,2920.2,28.1
2024-01-15 20:00,2870.4,27.5
2024-01-15 21:00,2770.6,26.8
2024-01-15 22:00,2620.3,26.1
2024-01-15 23:00,2320.1,25.5
2024-01-16 00:00,1970.5,24.8
2024-01-16 01:00,1900.3,24.5
2024-01-16 02:00,1840.1,24.1
2024-01-16 03:00,1810.0,23.8
2024-01-16 04:00,1860.5,23.5
2024-01-16 05:00,2000.8,24.1
2024-01-16 06:00,2150.2,24.8
2024-01-16 07:00,2300.5,26.1
2024-01-16 08:00,2450.3,27.5
2024-01-16 09:00,2550.7,28.8
2024-01-16 10:00,2650.4,29.5
2024-01-16 11:00,2700.8,30.1
2024-01-16 12:00,2750.2,30.8
2024-01-16 13:00,2730.5,31.1
2024-01-16 14:00,2710.3,31.5
2024-01-16 15:00,2690.1,31.1
2024-01-16 16:00,2670.7,30.8
2024-01-16 17:00,2750.5,30.1
2024-01-16 18:00,2850.8,29.5
2024-01-16 19:00,2950.2,28.8
2024-01-16 20:00,2900.4,28.1
2024-01-16 21:00,2800.6,27.5
2024-01-16 22:00,2650.3,26.8
2024-01-16 23:00,2350.1,26.1
2024-01-17 00:00,2000.5,25.5
2024-01-17 01:00,1930.3,25.1
2024-01-17 02:00,1870.1,24.8
2024-01-17 03:00,1840.0,24.5
2024-01-17 04:00,1890.5,24.1
2024-01-17 05:00,2030.8,24.8
2024-01-17 06:00,2180.2,25.5
2024-01-17 07:00,2330.5,26.8
2024-01-17 08:00,2480.3,28.1
2024-01-17 09:00,2580.7,29.5
2024-01-17 10:00,2680.4,30.1
2024-01-17 11:00,2730.8,30.8
2024-01-17 12:00,2780.2,31.5
2024-01-17 13:00,2760.5,31.8
2024-01-17 14:00,2740.3,32.1
2024-01-17 15:00,2720.1,31.8
2024-01-17 16:00,2700.7,31.5
2024-01-17 17:00,2780.5,30.8
2024-01-17 18:00,2880.8,30.1
2024-01-17 19:00,2980.2,29.5
2024-01-17 20:00,2930.4,28.8
2024-01-17 21:00,2830.6,28.1
2024-01-17 22:00,2680.3,27.5
2024-01-17 23:00,2380.1,26.8
2024-01-18 00:00,2030.5,26.1
2024-01-18 01:00,1960.3,25.8
2024-01-18 02:00,1900.1,25.5
2024-01-18 03:00,1870.0,25.1
2024-01-18 04:00,1920.5,24.8
2024-01-18 05:00,2060.8,25.5
2024-01-18 06:00,2210.2,26.1
2024-01-18 07:00,2360.5,27.5
2024-01-18 08:00,2510.3,28.8
2024-01-18 09:00,2610.7,30.1
2024-01-18 10:00,2710.4,30.8
2024-01-18 11:00,2760.8,31.5
2024-01-18 12:00,2810.2,32.1
2024-01-18 13:00,2790.5,32.5
2024-01-18 14:00,2770.3,32.8
2024-01-18 15:00,2750.1,32.5
2024-01-18 16:00,2730.7,32.1
2024-01-18 17:00,2810.5,31.5
2024-01-18 18:00,2910.8,30.8
2024-01-18 19:00,3010.2,30.1
2024-01-18 20:00,2960.4,29.5
2024-01-18 21:00,2860.6,28.8
2024-01-18 22:00,2710.3,28.1
2024-01-18 23:00,2410.1,27.5
2024-01-19 00:00,2060.5,26.8
2024-01-19 01:00,1990.3,26.5
2024-01-19 02:00,1930.1,26.1
2024-01-19 03:00,1900.0,25.8
2024-01-19 04:00,1950.5,25.5
2024-01-19 05:00,2090.8,26.1
2024-01-19 06:00,2240.2,26.8
2024-01-19 07:00,2390.5,28.1
2024-01-19 08:00,2540.3,29.5
2024-01-19 09:00,2640.7,30.8
2024-01-19 10:00,2740.4,31.5
2024-01-19 11:00,2790.8,32.1
2024-01-19 12:00,2840.2,32.8
2024-01-19 13:00,2820.5,33.1
2024-01-19 14:00,2800.3,33.5
2024-01-19 15:00,2780.1,33.1
2024-01-19 16:00,2760.7,32.8
2024-01-19 17:00,2840.5,32.1
2024-01-19 18:00,2940.8,31.5
2024-01-19 19:00,3040.2,30.8
2024-01-19 20:00,2990.4,30.1
2024-01-19 21:00,2890.6,29.5
2024-01-19 22:00,2740.3,28.8
2024-01-19 23:00,2440.1,28.1
2024-01-20 00:00,2090.5,27.5
2024-01-20 01:00,2020.3,27.1
2024-01-20 02:00,1960.1,26.8
2024-01-20 03:00,1930.0,26.5
2024-01-20 04:00,1980.5,26.1
2024-01-20 05:00,2120.8,26.8
2024-01-20 06:00,2270.2,27.5
2024-01-20 07:00,2420.5,28.8
2024-01-20 08:00,2570.3,30.1
2024-01-20 09:00,2670.7,31.5
2024-01-20 10:00,2770.4,32.1
2024-01-20 11:00,2820.8,32.8
2024-01-20 12:00,2870.2,33.5
2024-01-20 13:00,2850.5,33.8
2024-01-20 14:00,2830.3,34.1
2024-01-20 15:00,2810.1,33.8
2024-01-20 16:00,2790.7,33.5
2024-01-20 17:00,2870.5,32.8
2024-01-20 18:00,2970.8,32.1
2024-01-20 19:00,3070.2,31.5
2024-01-20 20:00,3020.4,30.8
2024-01-20 21:00,2920.6,30.1
2024-01-20 22:00,2770.3,29.5
2024-01-20 23:00,2470.1,28.8
2024-01-21 00:00,2120.5,28.1
2024-01-21 01:00,2050.3,27.8
2024-01-21 02:00,1990.1,27.5
2024-01-21 03:00,1960.0,27.1
2024-01-21 04:00,2010.5,26.8
2024-01-21 05:00,2150.8,27.5
2024-01-21 06:00,2300.2,28.1
2024-01-21 07:00,2450.5,29.5
2024-01-21 08:00,2600.3,30.8
2024-01-21 09:00,2700.7,32.1
2024-01-21 10:00,2800.4,32.8
2024-01-21 11:00,2850.8,33.5
2024-01-21 12:00,2900.2,34.1
2024-01-21 13:00,2880.5,34.5
2024-01-21 14:00,2860.3,34.8
2024-01-21 15:00,2840.1,34.5
2024-01-21 16:00,2820.7,34.1
2024-01-21 17:00,2900.5,33.5
2024-01-21 18:00,3000.8,32.8
2024-01-21 19:00,3100.2,32.1
2024-01-21 20:00,3050.4,31.5
2024-01-21 21:00,2950.6,30.8
2024-01-21 22:00,2800.3,30.1
2024-01-21 23:00,2500.1,29.5
2024-01-22 00:00,2150.5,28.8
2024-01-22 01:00,2080.3,28.5
2024-01-22 02:00,2020.1,28.1
2024-01-22 03:00,1990.0,27.8
2024-01-22 04:00,2040.5,27.5
2024-01-22 05:00,2180.8,28.1
2024-01-22 06:00,2330.2,28.8
2024-01-22 07:00,2480.5,30.1
2024-01-22 08:00,2630.3,31.5
2024-01-22 09:00,2730.7,32.8
2024-01-22 10:00,2830.4,33.5
2024-01-22 11:00,2880.8,34.1
2024-01-22 12:00,2930.2,34.8
2024-01-22 13:00,2910.5,35.1
2024-01-22 14:00,2890.3,35.5
2024-01-22 15:00,2870.1,35.1
2024-01-22 16:00,2850.7,34.8
2024-01-22 17:00,2930.5,34.1
2024-01-22 18:00,3030.8,33.5
2024-01-22 19:00,3130.2,32.8
2024-01-22 20:00,3080.4,32.1
2024-01-22 21:00,2980.6,31.5
2024-01-22 22:00,2830.3,30.8
2024-01-22 23:00,2530.1,30.1
2024-01-23 00:00,2180.5,29.5
2024-01-23 01:00,2110.3,29.1
2024-01-23 02:00,2050.1,28.8
2024-01-23 03:00,2020.0,28.5
2024-01-23 04:00,2070.5,28.1
2024-01-23 05:00,2210.8,28.8
2024-01-23 06:00,2360.2,29.5
2024-01-23 07:00,2510.5,30.8
2024-01-23 08:00,2660.3,32.1
2024-01-23 09:00,2760.7,33.5
2024-01-23 10:00,2860.4,34.1
2024-01-23 11:00,2910.8,34.8
2024-01-23 12:00,2960.2,35.5
2024-01-23 13:00,2940.5,35.8
2024-01-23 14:00,2920.3,36.1
2024-01-23 15:00,2900.1,35.8
2024-01-23 16:00,2880.7,35.5
2024-01-23 17:00,2960.5,34.8
2024-01-23 18:00,3060.8,34.1
2024-01-23 19:00,3160.2,33.5
2024-01-23 20:00,3110.4,32.8
2024-01-23 21:00,3010.6,32.1
2024-01-23 22:00,2860.3,31.5
2024-01-23 23:00,2560.1,30.8
2024-01-24 00:00,2210.5,30.1
2024-01-24 01:00,2140.3,29.8
2024-01-24 02:00,2080.1,29.5
2024-01-24 03:00,2050.0,29.1
2024-01-24 04:00,2100.5,28.8
2024-01-24 05:00,2240.8,29.5
2024-01-24 06:00,2390.2,30.1
2024-01-24 07:00,2540.5,31.5
2024-01-24 08:00,2690.3,32.8
2024-01-24 09:00,2790.7,34.1
2024-01-24 10:00,2890.4,34.8
2024-01-24 11:00,2940.8,35.5
2024-01-24 12:00,2990.2,36.1
2024-01-24 13:00,2970.5,36.5
2024-01-24 14:00,2950.3,36.8
2024-01-24 15:00,2930.1,36.5
2024-01-24 16:00,2910.7,36.1
2024-01-24 17:00,2990.5,35.5
2024-01-24 18:00,3090.8,34.8
2024-01-24 19:00,3190.2,34.1
2024-01-24 20:00,3140.4,33.5
2024-01-24 21:00,3040.6,32.8
2024-01-24 22:00,2890.3,32.1
2024-01-24 23:00,2590.1,31.5
2024-01-25 00:00,2240.5,30.8
2024-01-25 01:00,2170.3,30.5
2024-01-25 02:00,2110.1,30.1
2024-01-25 03:00,2080.0,29.8
2024-01-25 04:00,2130.5,29.5
2024-01-25 05:00,2270.8,30.1
2024-01-25 06:00,2420.2,30.8
2024-01-25 07:00,2570.5,32.1
2024-01-25 08:00,2720.3,33.5
2024-01-25 09:00,2820.7,34.8
2024-01-25 10:00,2920.4,35.5
2024-01-25 11:00,2970.8,36.1
2024-01-25 12:00,3020.2,36.8
2024-01-25 13:00,3000.5,37.1
2024-01-25 14:00,2980.3,37.5
2024-01-25 15:00,2960.1,37.1
2024-01-25 16:00,2940.7,36.8
2024-01-25 17:00,3020.5,36.1
2024-01-25 18:00,3120.8,35.5
2024-01-25 19:00,3220.2,34.8
2024-01-25 20:00,3170.4,34.1
2024-01-25 21:00,3070.6,33.5
2024-01-25 22:00,2920.3,32.8
2024-01-25 23:00,2620.1,32.1
2024-01-26 00:00,2270.5,31.5
2024-01-26 01:00,2200.3,31.1
2024-01-26 02:00,2140.1,30.8
2024-01-26 03:00,2110.0,30.5
2024-01-26 04:00,2160.5,30.1
2024-01-26 05:00,2300.8,30.8
2024-01-26 06:00,2450.2,31.5
2024-01-26 07:00,2600.5,32.8
2024-01-26 08:00,2750.3,34.1
2024-01-26 09:00,2850.7,35.5
2024-01-26 10:00,2950.4,36.1
2024-01-26 11:00,3000.8,36.8
2024-01-26 12:00,3050.2,37.5
2024-01-26 13:00,3030.5,37.8
2024-01-26 14:00,3010.3,38.1
2024-01-26 15:00,2990.1,37.8
2024-01-26 16:00,2970.7,37.5
2024-01-26 17:00,3050.5,36.8
2024-01-26 18:00,3150.8,36.1
2024-01-26 19:00,3250.2,35.5
2024-01-26 20:00,3200.4,34.8
2024-01-26 21:00,3100.6,34.1
2024-01-26 22:00,2950.3,33.5
2024-01-26 23:00,2650.1,32.8
2024-01-27 00:00,2300.5,32.1
2024-01-27 01:00,2230.3,31.8
2024-01-27 02:00,2170.1,31.5
2024-01-27 03:00,2140.0,31.1
2024-01-27 04:00,2190.5,30.8
2024-01-27 05:00,2330.8,31.5
2024-01-27 06:00,2480.2,32.1
2024-01-27 07:00,2630.5,33.5
2024-01-27 08:00,2780.3,34.8
2024-01-27 09:00,2880.7,36.1
2024-01-27 10:00,2980.4,36.8
2024-01-27 11:00,3030.8,37.5
2024-01-27 12:00,3080.2,38.1
2024-01-27 13:00,3060.5,38.5
2024-01-27 14:00,3040.3,38.8
2024-01-27 15:00,3020.1,38.5
2024-01-27 16:00,3000.7,38.1
2024-01-27 17:00,3080.5,37.5
2024-01-27 18:00,3180.8,36.8
2024-01-27 19:00,3280.2,36.1
2024-01-27 20:00,3230.4,35.5
2024-01-27 21:00,3130.6,34.8
2024-01-27 22:00,2980.3,34.1
2024-01-27 23:00,2680.1,33.5
2024-01-28 00:00,2330.5,32.8
2024-01-28 01:00,2260.3,32.5
2024-01-28 02:00,2200.1,32.1
2024-01-28 03:00,2170.0,31.8
2024-01-28 04:00,2220.5,31.5
2024-01-28 05:00,2360.8,32.1
2024-01-28 06:00,2510.2,32.8
2024-01-28 07:00,2660.5,34.1
2024-01-28 08:00,2810.3,35.5
2024-01-28 09:00,2910.7,36.8
2024-01-28 10:00,3010.4,37.5
2024-01-28 11:00,3060.8,38.1
2024-01-28 12:00,3110.2,38.8
2024-01-28 13:00,3090.5,39.1
2024-01-28 14:00,3070.3,39.5
2024-01-28 15:00,3050.1,39.1
2024-01-28 16:00,3030.7,38.8
2024-01-28 17:00,3110.5,38.1
2024-01-28 18:00,3210.8,37.5
2024-01-28 19:00,3310.2,36.8
2024-01-28 20:00,3260.4,36.1
2024-01-28 21:00,3160.6,35.5
2024-01-28 22:00,3010.3,34.8
2024-01-28 23:00,2710.1,34.1
2024-01-29 00:00,2360.5,33.5
2024-01-29 01:00,2290.3,33.1
2024-01-29 02:00,2230.1,32.8
2024-01-29 03:00,2200.0,32.5
2024-01-29 04:00,2250.5,32.1
2024-01-29 05:00,2390.8,32.8
2024-01-29 06:00,2540.2,33.5
2024-01-29 07:00,2690.5,34.8
2024-01-29 08:00,2840.3,36.1
2024-01-29 09:00,2940.7,37.5
2024-01-29 10:00,3040.4,38.1
2024-01-29 11:00,3090.8,38.8
2024-01-29 12:00,3140.2,39.5
2024-01-29 13:00,3120.5,39.8
2024-01-29 14:00,3100.3,40.1
2024-01-29 15:00,3080.1,39.8
2024-01-29 16:00,3060.7,39.5
2024-01-29 17:00,3140.5,38.8
2024-01-29 18:00,3240.8,38.1
2024-01-29 19:00,3340.2,37.5
2024-01-29 20:00,3290.4,36.8
2024-01-29 21:00,3190.6,36.1
2024-01-29 22:00,3040.3,35.5
2024-01-29 23:00,2740.1,34.8
2024-01-30 00:00,2390.5,34.1
2024-01-30 01:00,2320.3,33.8
2024-01-30 02:00,2260.1,33.5
